CATALOG_ID|CATALOG_CID|CATALOG_NAME|CATGROUP_ID_PATH|CATGROUP_CID_PATH|CATGROUP_NAME_PATH|CATGROUP_ID_CHILD|CATGROUP_CID_CHILD|CATGROUP_NAME_CHILD|CATGROUP_ID_PARENT|CATGROUP_CID_PARENT|CATGROUP_NAME_PARENT|CATGROUP_ID_TOP|CATGROUP_CID_TOP|CATGROUP_NAME_TOP|LEVEL
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013399/1014698|/15/281/2450|/Home Services/Repair & Maintenance/Dishwashers|1014698|2450|Dishwashers|1013399|281|Repair & Maintenance|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013090/1014700|/16/298/2645|/Jewelry/Rings/Promise Rings|1014700|2645|Promise Rings|1013090|298|Rings|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013433/1014704|/12/207/1859|/Food & Grocery/Bread & Bakery/Pita Bread|1014704|1859|Pita Bread|1013433|207|Bread & Bakery|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013052/1014713|/23/385/3463|/Toys & Games/Ride On Toys & Safety/Safety Gear & Accessories|1014713|3463|Safety Gear & Accessories|1013052|385|Ride On Toys & Safety|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1012998/1013141/1014721|/8/129/1248|/Computers & Electronics/Cameras & Camcorders/Digital SLR Cameras|1014721|1248|Digital SLR Cameras|1013141|129|Cameras & Camcorders|1012998|8|Computers & Electronics|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013016/1013056/1014722|/3/63/723|/Baby/Baby Gear & Travel/Swings|1014722|723|Swings|1013056|63|Baby Gear & Travel|1013016|3|Baby|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013312/1014724|/15/270/2377|/Home Services/Appliances/Stand-Alone Icemakers|1014724|2377|Stand-Alone Icemakers|1013312|270|Appliances|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013196/1014738|/12/214/1941|/Food & Grocery/Floral and Plants/Plants|1014738|1941|Plants|1013196|214|Floral and Plants|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013337/1014751|/16/292/2556|/Jewelry/Jewelry Boxes & Jewelry Care/Jewelry Boxes|1014751|2556|Jewelry Boxes|1013337|292|Jewelry Boxes & Jewelry Care|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013212/1014763|/23/389/3476|/Toys & Games/Vehicles & Remote Control Toys/Aircraft|1014763|3476|Aircraft|1013212|389|Vehicles & Remote Control Toys|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013187/1014767|/22/351/3101|/Tools/Bench & Stationary Power Tools/Band Saws|1014767|3101|Band Saws|1013187|351|Bench & Stationary Power Tools|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013180/1014775|/15/275/2393|/Home Services/Home Electronics/Camcorders|1014775|2393|Camcorders|1013180|275|Home Electronics|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013291/1014780|/12/216/1960|/Food & Grocery/Frozen Foods/Meat & Seafood|1014780|1960|Meat & Seafood|1013291|216|Frozen Foods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013178/1014782|/12/226/2088|/Food & Grocery/Prepared Foods/Pork|1014782|2088|Pork|1013178|226|Prepared Foods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013401/1014786|/23/382/3444|/Toys & Games/Pools & Accessories/Swim Accessories|1014786|3444|Swim Accessories|1013401|382|Pools & Accessories|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013207/1014804|/12/221/2037|/Food & Grocery/Laundry Care/Detergents|1014804|2037|Detergents|1013207|221|Laundry Care|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013008/1013233/1014813|/1/42/602|/Appliances/Sewing & Garment Care/Sewing Machine Storage Cases & Tote Bags|1014813|602|Sewing Machine Storage Cases & Tote Bags|1013233|42|Sewing & Garment Care|1013008|1|Appliances|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013346/1014818|/22/349/3073|/Tools/Air Compressors & Air Tools/Carpentry Specialty Tools|1014818|3073|Carpentry Specialty Tools|1013346|349|Air Compressors & Air Tools|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013046/1014820|/15/279/2430|/Home Services/Lawn & Garden Equipment/Chippers & Shredders|1014820|2430|Chippers & Shredders|1013046|279|Lawn & Garden Equipment|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013017/1206052921/1014821|/2/373810/696|/Automotive/Tires & Wheels/Light Truck & SUV Tires|1014821|696|Light Truck & SUV Tires|1206052921|373810|Tires & Wheels|1013017|2|Automotive|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013006/1013355/1014825|/17/311/2728|/Lawn & Garden/Outdoor Tools & Supplies/Sprayers|1014825|2728|Sprayers|1013355|311|Outdoor Tools & Supplies|1013006|17|Lawn & Garden|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013093/1014755|/12/208/1863|/Food & Grocery/Breakfast Foods/Breakfast Bars|1014755|1863|Breakfast Bars|1013093|208|Breakfast Foods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013416/1014757|/12/220/2022|/Food & Grocery/Gum & Candy/Gummy & Jelly|1014757|2022|Gummy & Jelly|1013416|220|Gum & Candy|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013074/1014853|/12/224/2068|/Food & Grocery/Paper Goods/Miscellaneous Supplies|1014853|2068|Miscellaneous Supplies|1013074|224|Paper Goods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013399/1014864|/15/281/2455|/Home Services/Repair & Maintenance/Home Theater Systems|1014864|2455|Home Theater Systems|1013399|281|Repair & Maintenance|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013333/1014870|/12/206/1825|/Food & Grocery/Beverages/Coffee|1014870|1825|Coffee|1013333|206|Beverages|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013139/1014873|/12/217/1988|/Food & Grocery/General Grocery/Peppers & Chilies|1014873|1988|Peppers & Chilies|1013139|217|General Grocery|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013017/1203494253/1014886|/2/296010/670|/Automotive/Exterior Accessories/Light Covers|1014886|670|Light Covers|1203494253|296010|Exterior Accessories|1013017|2|Automotive|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013016/1013437/1014888|/3/62/713|/Baby/Baby Food & Nutrition/Electrolytes|1014888|713|Electrolytes|1013437|62|Baby Food & Nutrition|1013016|3|Baby|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013312/1014890|/15/270/2364|/Home Services/Appliances/Dehumidifiers & Humidifiers|1014890|2364|Dehumidifiers & Humidifiers|1013312|270|Appliances|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013300/1014894|/12/213/1930|/Food & Grocery/Deli/Deli Meat|1014894|1930|Deli Meat|1013300|213|Deli|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013139/1014829|/12/217/1969|/Food & Grocery/General Grocery/Canned Vegetable|1014829|1969|Canned Vegetable|1013139|217|General Grocery|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013386/1014831|/12/229/2119|/Food & Grocery/Snacks/Corn & Tortilla Chips|1014831|2119|Corn & Tortilla Chips|1013386|229|Snacks|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013008/1013104/1014838|/1/50/640|/Appliances/Wine Cellars & Beverage Centers/Beverage Centers|1014838|640|Beverage Centers|1013104|50|Wine Cellars & Beverage Centers|1013008|1|Appliances|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/80011/1200000249/1014843|/25/400/1229|/zz_Do_Not_Use/Computers & Electronics/Do Not Use - Lithium Batteries|1014843|1229|Do Not Use - Lithium Batteries|1200000249|400|Computers & Electronics|80011|25|zz_Do_Not_Use|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1215165038/1014847|/16/433710/2540|/Jewelry/Anklets & Toe Rings/Gold Anklets & Toe Rings|1014847|2540|Gold Anklets & Toe Rings|1215165038|433710|Anklets & Toe Rings|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013006/1013270/1014848|/17/309/2709|/Lawn & Garden/Live House Plants/Hanging Baskets|1014848|2709|Hanging Baskets|1013270|309|Live House Plants|1013006|17|Lawn & Garden|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013264/1014851|/12/212/1910|/Food & Grocery/Dairy/Eggs Substitutes|1014851|1910|Eggs Substitutes|1013264|212|Dairy|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1012998/1013133/1014946|/8/144/1398|/Computers & Electronics/Portable Electronics/Home Satellite Radios|1014946|1398|Home Satellite Radios|1013133|144|Portable Electronics|1012998|8|Computers & Electronics|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013244/1014947|/22/354/3142|/Tools/Garage Organization & Shelving/Ladders|1014947|3142|Ladders|1013244|354|Garage Organization & Shelving|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013291/1014952|/12/216/1950|/Food & Grocery/Frozen Foods/Desserts|1014952|1950|Desserts|1013291|216|Frozen Foods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013178/1014954|/12/226/2092|/Food & Grocery/Prepared Foods/Sides & Extras|1014954|2092|Sides & Extras|1013178|226|Prepared Foods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1012998/1013267/1014897|/8/130/1254|/Computers & Electronics/Car Electronics/Car CB Radios|1014897|1254|Car CB Radios|1013267|130|Car Electronics|1012998|8|Computers & Electronics|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013016/1013437/1014898|/3/62/716|/Baby/Baby Food & Nutrition/Juices|1014898|716|Juices|1013437|62|Baby Food & Nutrition|1013016|3|Baby|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013312/1014901|/15/270/2367|/Home Services/Appliances/Dryer vents|1014901|2367|Dryer vents|1013312|270|Appliances|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013357/1014905|/16/295/2588|/Jewelry/Pendants & Necklaces/Sterling Silver|1014905|2588|Sterling Silver|1013357|295|Pendants & Necklaces|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013167/1014910|/12/227/2098|/Food & Grocery/Produce/Fresh Fruit|1014910|2098|Fresh Fruit|1013167|227|Produce|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013016/1013028/1014920|/3/69/768|/Baby/Feeding/Bottles|1014920|768|Bottles|1013028|69|Feeding|1013016|3|Baby|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013337/1014923|/16/292/2557|/Jewelry/Jewelry Boxes & Jewelry Care/Mens Jewelry Boxes|1014923|2557|Mens Jewelry Boxes|1013337|292|Jewelry Boxes & Jewelry Care|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013080/1014925|/22/355/3167|/Tools/Hand Tools/Pliers|1014925|3167|Pliers|1013080|355|Hand Tools|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013093/1014927|/12/208/1868|/Food & Grocery/Breakfast Foods/Instant Breakfast Drinks|1014927|1868|Instant Breakfast Drinks|1013093|208|Breakfast Foods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013416/1014929|/12/220/2027|/Food & Grocery/Gum & Candy/Marshmallow|1014929|2027|Marshmallow|1013416|220|Gum & Candy|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013090/1014943|/16/298/2606|/Jewelry/Rings/Sterling Silver|1014943|2606|Sterling Silver|1013090|298|Rings|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013186/1014958|/23/383/3448|/Toys & Games/Pretend Play & Dress Up/Kitchen & Housekeeping Playsets|1014958|3448|Kitchen & Housekeeping Playsets|1013186|383|Pretend Play & Dress Up|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013045/1014974|/12/210/1886|/Food & Grocery/Cleaning Supplies/All Purpose Cleaners|1014974|1886|All Purpose Cleaners|1013045|210|Cleaning Supplies|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013207/1014976|/12/221/2045|/Food & Grocery/Laundry Care/Stain Removers|1014976|2045|Stain Removers|1013207|221|Laundry Care|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013346/1014990|/22/349/3084|/Tools/Air Compressors & Air Tools/Nails, Staples & Pins|1014990|3084|Nails, Staples & Pins|1013346|349|Air Compressors & Air Tools|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013046/1014992|/15/279/2434|/Home Services/Lawn & Garden Equipment/Log Splitters|1014992|2434|Log Splitters|1013046|279|Lawn & Garden Equipment|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013378/1014994|/16/301/2629|/Jewelry/Watches/Character|1014994|2629|Character|1013378|301|Watches|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013111/1014996|/22/359/3217|/Tools/Home Security & Safety/Smoke Detectors & CO Detectors|1014996|3217|Smoke Detectors & CO Detectors|1013111|359|Home Security & Safety|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013150/1014998|/12/204/1804|/Food & Grocery/Air Fresheners/Solids & Gels|1014998|1804|Solids & Gels|1013150|204|Air Fresheners|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013139/1015001|/12/217/1996|/Food & Grocery/General Grocery/Salad Dressing|1015001|1996|Salad Dressing|1013139|217|General Grocery|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013386/1015003|/12/229/2123|/Food & Grocery/Snacks/Fruit Snacks|1015003|2123|Fruit Snacks|1013386|229|Snacks|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013098/1015005|/23/375/3381|/Toys & Games/Arts & Crafts/Craft Kits|1015005|3381|Craft Kits|1013098|375|Arts & Crafts|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/80011/1200000249/1015015|/25/400/1231|/zz_Do_Not_Use/Computers & Electronics/Do Not Use - Rechargeable Batteries|1015015|1231|Do Not Use - Rechargeable Batteries|1200000249|400|Computers & Electronics|80011|25|zz_Do_Not_Use|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013224/1015019|/16/284/2543|/Jewelry/Bracelets/Gold Charms|1015019|2543|Gold Charms|1013224|284|Bracelets|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013264/1015023|/12/212/1913|/Food & Grocery/Dairy/Hard Cheese|1015023|1913|Hard Cheese|1013264|212|Dairy|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013367/1015027|/12/225/2077|/Food & Grocery/Pest Control/Insect Control|1015027|2077|Insect Control|1013367|225|Pest Control|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013399/1015036|/15/281/2461|/Home Services/Repair & Maintenance/Microwaves|1015036|2461|Microwaves|1013399|281|Repair & Maintenance|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013139/1015044|/12/217/1992|/Food & Grocery/General Grocery/Ready to Eat|1015044|1992|Ready to Eat|1013139|217|General Grocery|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013312/1015071|/15/270/2370|/Home Services/Appliances/Microhoods|1015071|2370|Microhoods|1013312|270|Appliances|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013179/1015077|/12/215/1944|/Food & Grocery/Food Storage/Foils|1015077|1944|Foils|1013179|215|Food Storage|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013167/1015080|/12/227/2104|/Food & Grocery/Produce/Party Trays|1015080|2104|Party Trays|1013167|227|Produce|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013024/1015083|/23/381/3432|/Toys & Games/Outdoor Play/Sand & Beach Toys|1015083|3432|Sand & Beach Toys|1013024|381|Outdoor Play|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013008/1013372/1015086|/1/43/606|/Appliances/Small Kitchen Appliances/Deep Fryers|1015086|606|Deep Fryers|1013372|43|Small Kitchen Appliances|1013008|1|Appliances|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013409/1015094|/16/285/2500|/Jewelry/Childrens Jewelry/Character|1015094|2500|Character|1013409|285|Childrens Jewelry|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013080/1015096|/22/355/3154|/Tools/Hand Tools/Chisels|1015096|3154|Chisels|1013080|355|Hand Tools|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013226/1015098|/12/205/1810|/Food & Grocery/Baking Supplies/Baking Utensils & Accessories|1015098|1810|Baking Utensils & Accessories|1013226|205|Baking Supplies|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013416/1015100|/12/220/2018|/Food & Grocery/Gum & Candy/Chocolate|1015100|2018|Chocolate|1013416|220|Gum & Candy|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013212/1015106|/23/389/3485|/Toys & Games/Vehicles & Remote Control Toys/Racetracks & Sets|1015106|3485|Racetracks & Sets|1013212|389|Vehicles & Remote Control Toys|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013008/1013216/1015107|/1/35/560|/Appliances/Dishwashers/Portable Dishwashers|1015107|560|Portable Dishwashers|1013216|35|Dishwashers|1013008|1|Appliances|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013187/1015110|/22/351/3107|/Tools/Bench & Stationary Power Tools/Miter Saws|1015110|3107|Miter Saws|1013187|351|Bench & Stationary Power Tools|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013180/1015112|/15/275/2396|/Home Services/Home Electronics/Speakers (Indoor & Outdoor)|1015112|2396|Speakers (Indoor & Outdoor)|1013180|275|Home Electronics|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013110/1015141|/16/288/2525|/Jewelry/Fashion Jewelry/Brooches & Pins|1015141|2525|Brooches & Pins|1013110|288|Fashion Jewelry|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013045/1015145|/12/210/1891|/Food & Grocery/Cleaning Supplies/Drain Openers & Septic|1015145|1891|Drain Openers & Septic|1013045|210|Cleaning Supplies|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013034/1015147|/12/222/2047|/Food & Grocery/Meat/Bacon|1015147|2047|Bacon|1013034|222|Meat|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013155/1015151|/23/378/3404|/Toys & Games/Games/Floor Games|1015151|3404|Floor Games|1013155|378|Games|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013046/1015162|/15/279/2437|/Home Services/Lawn & Garden Equipment/Snowblowers|1015162|2437|Snowblowers|1013046|279|Lawn & Garden Equipment|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013378/1015164|/16/301/2628|/Jewelry/Watches/Accessories|1015164|2628|Accessories|1013378|301|Watches|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013433/1015168|/12/207/1846|/Food & Grocery/Bread & Bakery/Bread|1015168|1846|Bread|1013433|207|Bread & Bakery|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013139/1015171|/12/217/1978|/Food & Grocery/General Grocery/Ice Cream Cones & Toppings|1015171|1978|Ice Cream Cones & Toppings|1013139|217|General Grocery|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013386/1015173|/12/229/2126|/Food & Grocery/Snacks/Other Chips & Snacks|1015173|2126|Other Chips & Snacks|1013386|229|Snacks|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013098/1015175|/23/375/3385|/Toys & Games/Arts & Crafts/Painting & Brushes|1015175|3385|Painting & Brushes|1013098|375|Arts & Crafts|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013422/1015177|/23/384/3455|/Toys & Games/Puzzles/3-D Puzzles|1015177|3455|3-D Puzzles|1013422|384|Puzzles|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013320/1015121|/22/365/3310|/Tools/Power Tool Accessories/Drill Bits|1015121|3310|Drill Bits|1013320|365|Power Tool Accessories|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013291/1015123|/12/216/1961|/Food & Grocery/Frozen Foods/Pizza|1015123|1961|Pizza|1013291|216|Frozen Foods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013178/1015125|/12/226/2095|/Food & Grocery/Prepared Foods/Wraps|1015125|2095|Wraps|1013178|226|Prepared Foods|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013008/1013247/1015132|/1/45/622|/Appliances/Vacuums & Floor Care/Robotic Vacuums|1015132|622|Robotic Vacuums|1013247|45|Vacuums & Floor Care|1013008|1|Appliances|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013016/1013317/1015138|/3/68/763|/Baby/Diapering/Potty Training|1015138|763|Potty Training|1013317|68|Diapering|1013016|3|Baby|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013312/1015240|/15/270/2375|/Home Services/Appliances/Sewing Machines|1015240|2375|Sewing Machines|1013312|270|Appliances|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013179/1015246|/12/215/1942|/Food & Grocery/Food Storage/Baking Pans & Oven Bags|1015246|1942|Baking Pans & Oven Bags|1013179|215|Food Storage|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013167/1015249|/12/227/2110|/Food & Grocery/Produce/Vegetables|1015249|2110|Vegetables|1013167|227|Produce|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013401/1015253|/23/382/3435|/Toys & Games/Pools & Accessories/Pool Chemicals|1015253|3435|Pool Chemicals|1013401|382|Pools & Accessories|1013021|23|Toys & Games|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013011/1013409/1015265|/16/285/2504|/Jewelry/Childrens Jewelry/Personalized Character|1015265|2504|Personalized Character|1013409|285|Childrens Jewelry|1013011|16|Jewelry|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013226/1015269|/12/205/1818|/Food & Grocery/Baking Supplies/Extracts & Food Coloring|1015269|1818|Extracts & Food Coloring|1013226|205|Baking Supplies|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/80011/1200000249/1015185|/25/400/1401|/zz_Do_Not_Use/Computers & Electronics/Do Not Use - Cables|1015185|1401|Do Not Use - Cables|1200000249|400|Computers & Electronics|80011|25|zz_Do_Not_Use|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013264/1015195|/12/212/1920|/Food & Grocery/Dairy/Pudding & Gelatin|1015195|1920|Pudding & Gelatin|1013264|212|Dairy|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013008/1013083/1015197|/1/34/40|/Appliances/Cooking Appliances/Range Hoods|1015197|40|Range Hoods|1013083|34|Cooking Appliances|1013008|1|Appliances|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013002/1013399/1015206|/15/281/2469|/Home Services/Repair & Maintenance/Stacked Laundry Units|1015206|2469|Stacked Laundry Units|1013399|281|Repair & Maintenance|1013002|15|Home Services|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013333/1015212|/12/206/1835|/Food & Grocery/Beverages/Non-Alcoholic Mixers|1015212|1835|Non-Alcoholic Mixers|1013333|206|Beverages|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013139/1015214|/12/217/1994|/Food & Grocery/General Grocery/Rice|1015214|1994|Rice|1013139|217|General Grocery|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013005/1013333/1015220|/12/206/1829|/Food & Grocery/Beverages/Flavored Water|1015220|1829|Flavored Water|1013333|206|Beverages|1013005|12|Food & Grocery|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1012998/1013267/1015236|/8/130/1262|/Computers & Electronics/Car Electronics/Car Satellite Radio|1015236|1262|Car Satellite Radio|1013267|130|Car Electronics|1012998|8|Computers & Electronics|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013014/1013426/1015239|/22/353/3134|/Tools/Garage Door Openers/Garage Door Openers|1015239|3134|Garage Door Openers|1013426|353|Garage Door Openers|1013014|22|Tools|3
21101|SHC CatalogAssetStore|SHC CatalogAssetStore|/1013021/1013052/1015347|/23/385/3460|/Toys & Games/Ride On Toys & Safety/Big Wheels|1015347|3460|Big Wheels|1013052|385|Ride On Toys & Safety|1013021|23|Toys & Games|3
